,year,month,text
879,1991,March,"March 17 Dissolution of the Soviet Union: In a national referendum, the people of the Soviet Union vote in favor of keeping the 15 Soviet republics together, with the pro-unity position gaining 77% of the vote. Six Union Republics effectively boycott the referendum. In the Finnish parliamentary election, the Centre Party wins 55 of 200 seats in the parliament, ending 25 years of dominance by the Social Democratic Party of Finland."
880,1991,March,March 23  The Sierra Leone Civil War begins when the Revolutionary United Front attempts a coup against the Sierra Leone government.
881,1991,March,"March 24  The Beninese presidential election, Benin's first presidential election since 1970, is won by Nicphore Soglo."
882,1991,March,"March 26 In Mali, military officers led by Amadou Toumani Tour arrest President Moussa Traor and suspend the constitution. Argentina, Brazil, Uruguay and Paraguay sign the Treaty of Asuncin, establishing Mercosur."
883,1991,March,"March 31 Albania holds its first multi-party elections since 1923. The socialist ruling Party of Labour of Albania won a landslide victory with 169 of the 250 seats in the parliament.[26][27] Dissolution of the Soviet Union: Georgia votes for independence from the Soviet Union while on April 9, the Supreme Council declares the independent Republic of Georgia."
884,1991,April,April 2  Government-imposed prices increase double or triple the cost of consumer goods in the Soviet Union.
885,1991,April,"April 3  Iraq disarmament crisis: The U.N. Security Council passes Resolution 687, which calls for the destruction or removal of all of Iraq's chemical and biological weapons. The resolution also calls for a complete ban of ballistic missiles with a range greater than 150km and an end to its support for international terrorism. Iraq accepts the terms of the resolution three days later."
886,1991,April,"April 4 U.S. Senator John Heinz and six other people are killed when a helicopter collides with their plane over Merion, Pennsylvania. Forty people are taken hostage in Sacramento, California; six gunmen and hostages are killed."
887,1991,April,"April 5 Former U.S. Senator John Tower and 22 others are killed in an airplane crash in Brunswick, Georgia. Space Shuttle Atlantis leaves an observatory in Earths orbit to study gamma rays before returning on April 11. It is followed by Space Shuttle Discovery, which studies instruments related to the Strategic Defense Initiative from April 29 to May 6. Space Shuttle Columbia carries the Spacelab into orbit on June 5."
888,1991,April,April 9  The first Soviet troops leave Poland.[28]
889,1991,April,"April 10 A South Atlantic tropical cyclone develops in the Southern Hemisphere off the coast of Angola, the first of its kind to be documented by weather satellites. The Italian ferry Moby Prince collides with an oil tanker in dense fog off Livorno, Italy, killing 140."
890,1991,April,"April 14  In the Netherlands, thieves steal 20 paintings worth $500million from the Van Gogh Museum in Amsterdam. Less than an hour later they are found in an abandoned car near the museum."
891,1991,April,April 15 The European Bank for Reconstruction and Development (EBRD) is inaugurated. End of Apartheid: The European Economic Community lifts economic sanctions on South Africa.
892,1991,April,"April 16  18  Soviet Premier Mikhail Gorbachev begins the first ever visit of a Soviet leader to Japan, but fails to resolve the two countries' dispute over ownership of the Kuril Islands."
893,1991,April,"April 17  The Dow Jones Industrial Average closes above 3,000 for the first time ever, at 3,004.46."
894,1991,April,"April 18  Iraq disarmament crisis: Iraq declares some of its chemical weapons and materials to the UN, as required by Resolution 687, and claims that it does not have a biological weapons program."
895,1991,April,"April 19  George Carey is enthroned as Archbishop of Canterbury, the spiritual leader of the worldwide Anglican Communion.[29]"
896,1991,April,"April 22  A 7.7 Mw Limon earthquake affects Costa Rica and Panama with a maximum Mercalli intensity of IX (Violent), causing 4787 deaths and 109759 injuries."
897,1991,April,"April 26 A series of 55 tornadoes break out in the central U.S., killing 21. The most notable tornado strikes Andover, Kansas. Esko Aho, age 36, becomes the youngest-ever Prime Minister of Finland.[30]"
898,1991,April,"April 29 A tropical cyclone hits Bangladesh, killing an estimated 138,000 people.[31] A 7.0 Mw earthquake in Racha, Georgia, kills 270 people."
899,1991,April,"April 29  30  In Lesotho, a bloodless coup ousts military ruler Justin Lekhanya. He is replaced on May 2 as Chairman of the Military Council by Elias Phisoana Ramaema."
900,1991,May,"May 1 In Taiwan, the Temporary Provisions against the Communist Rebellion are abolished, having been in effect for 43 years. Angolan Civil War: The MPLA and UNITA agree to the Bicesse Accords, which are formally signed on May 31 in Lisbon."
901,1991,May,"May 6  In the U.S., Time magazine publishes ""The Thriving Cult of Greed and Power,"" an article highly critical of the Scientology organization."
902,1991,May,May 12  Nepal holds its first multiparty legislative election since 1959.
903,1991,May,"May 14  Elizabeth II arrives in Washington, D.C. for a 13-day royal visit. Two days later, she becomes the first British monarch to address the U.S. Congress."
904,1991,May,May 15  dith Cresson becomes France's first female prime minister.
905,1991,May,May 18  Somaliland secedes from Somalia.
906,1991,May,"May 19  Dissolution of Yugoslavia: In the Croatian independence referendum, voters in the Socialist Republic of Croatia vote to leave Yugoslavia."
907,1991,May,"May 21 In Sriperumbudur, India, former Prime Minister Rajiv Gandhi and 14 others are killed at a public meeting by a suicide bomber. Ethiopian Civil War: Mengistu Haile Mariam, president of the People's Democratic Republic of Ethiopia, flees Ethiopia to Zimbabwe, effectively bringing the Ethiopian Civil War to an end."
908,1991,May,May 22  Acting Prime Minister of South Korea Ro Jai-bong resigns in the wake of rioting following a beating death of a student by police on April 26. He is succeeded by Chung Won-shik two days later.
909,1991,May,"May 24  Following authorisation by Israeli Prime Minister Yitzhak Shamir, Operation Solomon commences."
910,1991,May,"May 26  Lauda Air Boeing 767 crashes near Bangkok, Thailand, killing all 223 people on board."
911,1991,May,May 28  Ethiopian Civil War: The forces of the Ethiopian People's Revolutionary Democratic Front seize the capital Addis Ababa.
912,1991,June,"June 3 Mount Unzen in Japan erupts, killing 46 people as a result of pyroclastic flow. Ethiopian Civil War: Derg insurgents explode an ammunition dump in Addis Ababa, Ethiopia held by the new pro-US anti-communist Ethiopian government."
913,1991,June,June 4 Fatos Nano resigns as Prime Minister of Albania following a nationwide strike. President of Albania Ramiz Alia appoints Ylli Bufi as his successor. The largest solar flare ever recorded triggers an anomalously large aurora as far south as Pennsylvania.[32][33]
914,1991,June,June 5 President of Algeria Chadli Bendjedid dismisses Prime Minister of Algeria Mouloud Hamrouche following 11 days of protests against the government and replaces him with Sid Ahmed Ghozali. End of Apartheid: South Africa repeals the last legal foundations of apartheid.
915,1991,June,"June 7  Approximately 200,000 people attend a parade of 8,800 returning Persian Gulf War troops in Washington, D.C."
916,1991,June,June 9  A major collapse at the Emaswati Colliery in Swaziland traps 26 miners 65 meters below the surface; they are rescued 30 hours later.
917,1991,June,"June 12 Boris Yeltsin is elected President of the Russian SFSR; he officially begins his term on July 10. Sri Lankan Civil War: Sri Lankan Army soldiers kill 152 civilians in Kokkadichcholai. Party of Labour of Albania is dissolved and succeeded by the Socialist Party of Albania, marking the end of communist rule in Albania."
918,1991,June,"June 15 In the Philippines, Mount Pinatubo erupts in the second largest terrestrial eruption of the 20th century; the final death toll exceeds 800. The Indian general elections end; the Indian National Congress wins the most seats but fails to secure a majority. Six days later, Congress leader P. V. Narasimha Rao becomes Prime Minister of India"
919,1991,June,"June 17 End of Apartheid: The South African Parliament repeals the Population Registration Act, which had required racial classification of all South Africans at birth. Former U.S. President Zachary Taylor is exhumed to discover whether his death was caused by arsenic poisoning instead of acute gastrointestinal illness; no trace of arsenic is found. In Northern Ireland, the four main political parties begin talks on restoring self-government. U.S. Supreme Court Justice Thurgood Marshall announces plans to retire. On July 1, Clarence Thomas is nominated as his replacement and on October 15, he is confirmed."
